State,District,Commodity,Date,Arrival Quantity ,Market Price,Price Unit
Andhra Pradesh,NTR,Cotton,10/24/2024,69.46923997,7368.447572,Rs./Quintal
Telangana,Ranga Reddy,Grapes,07-01-2025,5,2500,Rs./Quintal
Telangana,Warangal,Cotton,11/27/2024,44.09619437,6502.018694,Rs./Quintal
Telangana,Mahabubabad,Cotton,1/31/2024,23.30793164,6583.351033,Rs./Quintal
Telangana,Siddipet,Maize,3/19/2024,16.29633667,2159.844456,Rs./Quintal
Telangana,Warangal,Cotton,10/24/2024,634.474549,6501.214903,Rs./Quintal
Telangana,Warangal,Papaya,9/23/2024,0,1989.140094,Rs./Quintal
Telangana,Ranga Reddy,Grapes,07-10-2026,2.229129526,2493.636812,Rs./Quintal
Telangana,Ranga Reddy,Orange,10/18/2024,391.7,2350,Rs./Quintal
Telangana,Warangal,Cotton,2/19/2024,227.4904605,6625.155494,Rs./Quintal
Telangana,Karimnagar,Maize,11/26/2024,17.74586268,2552.212901,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,2/19/2024,13.13198702,2196.365444,Rs./Quintal
Telangana,Ranga Reddy,Mango,5/16/2025,2180.837969,2463.26997,Rs./Quintal
Telangana,Ranga Reddy,Maize,01-12-2026,0,1968.682688,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,02-09-2026,51.0303602,2297.531162,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),03-09-2024,0.1,8600,Rs./Quintal
Telangana,Ranga Reddy,Orange,10/19/2024,363.5,2500,Rs./Quintal
Telangana,Jangaon,Maize,02-10-2025,524.3648997,2277.050741,Rs./Quintal
Telangana,Warangal,Papaya,1/22/2026,3,2500,Rs./Quintal
Telangana,Karimnagar,Maize,7/27/2025,13.82084017,2284.284416,Rs./Quintal
Telangana,Warangal,Papaya,03-05-2026,4.129433685,2497.951667,Rs./Quintal
Telangana,Warangal,Papaya,2/22/2025,14.69922542,2493.3909,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,6/23/2025,127.9,2500,Rs./Quintal
Andhra Pradesh,NTR,Cotton,4/23/2024,58.42553534,6872.393685,Rs./Quintal
Telangana,Karimnagar,Cotton,02-08-2024,44.49949472,6453.583214,Rs./Quintal
Telangana,Sangareddy,Maize,7/22/2024,0.2,2711,Rs./Quintal
Telangana,Ranga Reddy,Mango,08-06-2024,0,3952.314968,Rs./Quintal
Telangana,Siddipet,Maize,04-01-2025,2.419085076,2101.419607,Rs./Quintal
Telangana,Siddipet,Maize,04-08-2025,62.05661447,2236.249197,Rs./Quintal
Telangana,Peddapalli,Cotton,12-08-2024,70.0814352,7054.197411,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,3/17/2025,75,2240,Rs./Quintal
Telangana,Khammam,Water Melon,01-08-2025,160,490,Rs./Quintal
Andhra Pradesh,NTR,Maize,10/18/2025,61.6501811,2306.716489,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),11/24/2025,10.14332609,6426.912386,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),4/26/2026,5.5,8039,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,04-12-2026,93.69069901,3095.825101,Rs./Quintal
Telangana,Khammam,Maize,03-02-2026,994.1,2352.51,Rs./Quintal
Telangana,Nagarkurnool,Maize,06-01-2024,0,2112.864337,Rs./Quintal
Telangana,Mahbubnagar,Maize,10-06-2025,277.6234004,1650.795606,Rs./Quintal
Telangana,Siddipet,Cotton,1/26/2025,0,6602.996956,Rs./Quintal
Telangana,Warangal,Papaya,9/26/2025,10.01785138,1988.190341,Rs./Quintal
Telangana,Warangal,Pomegranate,9/22/2025,1,11000,Rs./Quintal
Telangana,Khammam,Cotton,2/26/2025,4.957066468,6894.000219,Rs./Quintal
Telangana,Asifabad,Maize,08-12-2024,141,2200,Rs./Quintal
Telangana,Nagarkurnool,Mango,5/28/2025,89,1400,Rs./Quintal
Telangana,Karimnagar,Cotton,3/19/2025,15.5,6988.37,Rs./Quintal
Telangana,Warangal,Banana,2/20/2026,6.7,2700,Rs./Quintal
Telangana,Suryapet,Maize,4/15/2025,372.4,2095.44,Rs./Quintal
Telangana,Ranga Reddy,Mango,6/25/2024,156.8151692,2883.029261,Rs./Quintal
Telangana,Khammam,Water Melon,12/20/2024,240,490,Rs./Quintal
Telangana,Adilabad,Papaya,10/17/2024,7.918092084,600.0783171,Rs./Quintal
Telangana,Suryapet,Maize,12/26/2025,9.483269172,1816.365741,Rs./Quintal
Telangana,Ranga Reddy,Orange,4/29/2026,2.363567613,9988.809,Rs./Quintal
Telangana,Warangal,Cotton,11-06-2025,11.69,7735,Rs./Quintal
Telangana,Ranga Reddy,Papaya,7/25/2024,65.5,1900,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,09-09-2025,169,2311.44,Rs./Quintal
Telangana,Siddipet,Maize,07-05-2026,13.40814381,2268.794521,Rs./Quintal
Andhra Pradesh,Vijayanagaram,Banana,10/17/2025,2410.223566,1006.500285,Rs./Quintal
Telangana,Siddipet,Maize,07-10-2024,0.5,2200,Rs./Quintal
Telangana,Khammam,Cotton,12/30/2024,45.35432169,7381.858762,Rs./Quintal
Andhra Pradesh,Eluru,Maize,01-05-2026,15.62933341,2412.884767,Rs./Quintal
Telangana,Warangal,Grapes,10/31/2025,1.2545985,4948.605061,Rs./Quintal
Telangana,Jangaon,Maize,10/16/2024,40.56950287,1853.90929,Rs./Quintal
Telangana,Asifabad,Cotton,1/27/2025,99.73353295,7020.100934,Rs./Quintal
Telangana,Karimnagar,Maize,11/16/2024,0,2543.377671,Rs./Quintal
Telangana,Ranga Reddy,Maize,5/21/2025,18.84,2139,Rs./Quintal
Telangana,Warangal,Orange,02-07-2025,6,3666.67,Rs./Quintal
Telangana,Bhadradri Kothagudem,Water Melon,11/29/2025,52.73970965,702.5905844,Rs./Quintal
Telangana,Jagtial,Maize,11/19/2025,369.8109741,2353.978624,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,5/20/2025,13.2,2069,Rs./Quintal
Telangana,Ranga Reddy,Grapes,4/25/2024,45.14540625,2072.54072,Rs./Quintal
Telangana,Mahbubnagar,Maize,4/13/2026,141,1731.85,Rs./Quintal
Telangana,Nizamabad,Maize,5/16/2026,11.38900945,1723.981802,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,05-07-2025,0.5,2230,Rs./Quintal
Telangana,Warangal,Pomegranate,7/18/2025,5.36435872,9756.630911,Rs./Quintal
Telangana,Adilabad,Mango,05-11-2024,134.8118874,980.0882793,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),8/20/2025,30.5,800,Rs./Quintal
Andhra Pradesh,NTR,Cotton,1/29/2025,302.3765463,7306.079342,Rs./Quintal
Telangana,Khammam,Maize,11-07-2024,23.57910364,2223.934825,Rs./Quintal
Telangana,Karimnagar,Cotton,7/15/2025,5.3,7350,Rs./Quintal
Telangana,Karimnagar,Maize,11-04-2024,37.91541129,2577.337323,Rs./Quintal
Telangana,Karimnagar,Cotton,04-07-2024,0,7543.524557,Rs./Quintal
Telangana,Khammam,Maize,06-12-2024,2.2,1950,Rs./Quintal
Telangana,Jagtial,Maize,9/28/2024,0,2461.897223,Rs./Quintal
Andhra Pradesh,Bapatla,Maize,07-04-2026,4.1354995,2150.708209,Rs./Quintal
Telangana,Karimnagar,Maize,07-07-2026,2.2,2400,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,9/19/2025,0.5,2029,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,02-12-2025,30.39742461,7277.772036,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,7/18/2025,177.7,2500,Rs./Quintal
Telangana,Warangal,Papaya,12/30/2024,3.99839841,2003.135344,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,5/16/2025,15.9474932,2443.371999,Rs./Quintal
Telangana,Jagtial,Maize,11/18/2024,0.35205677,2242.363329,Rs./Quintal
Telangana,Hanumakonda,Cotton,11/25/2024,2.52,6600,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,1/16/2026,8.297900304,7774.763228,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,8/20/2024,210.7154383,2968.086339,Rs./Quintal
Andhra Pradesh,NTR,Rice,01-05-2025,70,4500,Rs./Quintal
Telangana,Warangal,Cotton,01-10-2026,79.03883607,7582.082036,Rs./Quintal
Andhra Pradesh,NTR,Maize,6/22/2026,0.4,1945,Rs./Quintal
Telangana,Sangareddy,Maize,5/18/2026,75.5,1903.04,Rs./Quintal
Telangana,Ranga Reddy,Mango,03-11-2026,2.11,7222.28,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,01-02-2025,544.9759634,7387.129841,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,4/16/2026,1405.715793,8701.899182,Rs./Quintal
Telangana,Adilabad,Cotton,4/27/2025,37.03544635,6467.597058,Rs./Quintal
Telangana,Ranga Reddy,Orange,10/13/2025,280.6904421,3053.428127,Rs./Quintal
Telangana,Siddipet,Maize,9/16/2025,0,2304.246173,Rs./Quintal
Telangana,Ranga Reddy,Mango,05-06-2024,2015.5,2112.5,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),10/27/2025,9.414462122,989.8501193,Rs./Quintal
Telangana,Warangal,Grapes,02-02-2025,3.308143786,4945.287924,Rs./Quintal
Telangana,Asifabad,Cotton,12-12-2025,2101.9,7979,Rs./Quintal
Telangana,Khammam,Cotton,03-05-2024,55.11,7399.86,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,02-04-2025,272.8612485,509.2819516,Rs./Quintal
Telangana,Karimnagar,Maize,10/13/2024,0.01,2225,Rs./Quintal
Telangana,Ranga Reddy,Mango,6/22/2024,323.4,2987.5,Rs./Quintal
Telangana,Khammam,Cotton,12/16/2024,1535.809679,6818.067856,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),08-07-2025,0.3,5459,Rs./Quintal
Telangana,Karimnagar,Cotton,06-05-2024,0,7022.881864,Rs./Quintal
Telangana,Nirmal,Cotton,2/13/2024,331.4640705,6849.684971,Rs./Quintal
Telangana,Mancherial,Cotton,04-01-2024,0,7205.610752,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,06-06-2024,20.6856881,2170.438922,Rs./Quintal
Telangana,Karimnagar,Cotton,01-09-2024,0,6212.368453,Rs./Quintal
Telangana,Ranga Reddy,Papaya,09-10-2025,47.88598394,993.1110604,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,10-07-2025,100.1023626,3117.865859,Rs./Quintal
Telangana,Jagtial,Mango,4/19/2025,343.5950705,2659.627353,Rs./Quintal
Telangana,Ranga Reddy,Grapes,08-12-2024,1.917054292,8737.836691,Rs./Quintal
Andhra Pradesh,Eluru,Maize,02-05-2026,1.584639769,2398.796407,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,10-01-2024,88.66167596,3086.436741,Rs./Quintal
Telangana,Vikarabad,Black Gram Dal(Urd Dal),8/31/2024,1.1,8725,Rs./Quintal
Telangana,Sangareddy,Maize,3/15/2025,0,2247.194207,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),1/27/2025,9.7,8535,Rs./Quintal
Telangana,Mahabubabad,Cotton,2/21/2024,0,6631.303778,Rs./Quintal
Telangana,Karimnagar,Maize,5/28/2024,99.23417868,2159.215712,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,12/17/2025,100.1834507,3091.3795,Rs./Quintal
Telangana,Khammam,Cotton,9/25/2024,104.0075431,7407.488552,Rs./Quintal
Telangana,Ranga Reddy,Grapes,02-03-2025,71.2,3750,Rs./Quintal
Telangana,Mahabubabad,Maize,6/23/2026,17.31630348,2219.823227,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),1/23/2025,18.32890757,995.1881045,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),01-02-2026,397.7982518,912.4482012,Rs./Quintal
Telangana,Siddipet,Maize,11-06-2024,174.29,2376.52,Rs./Quintal
Telangana,Ranga Reddy,Orange,01-12-2026,36.91215088,2253.286452,Rs./Quintal
Telangana,Mahabubabad,Maize,6/17/2026,0,1965.979312,Rs./Quintal
Telangana,Asifabad,Maize,6/17/2026,30,2400,Rs./Quintal
Telangana,Siddipet,Maize,10-04-2024,197.0680448,2348.512743,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),10-09-2025,16.50875331,793.357872,Rs./Quintal
Telangana,Siddipet,Maize,9/25/2024,49.16166835,2365.114583,Rs./Quintal
Telangana,Sangareddy,Maize,04-01-2025,37.61336332,2274.440636,Rs./Quintal
Telangana,Karimnagar,Maize,03-05-2025,44,2352.73,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),03-11-2026,10.53674916,8294.005499,Rs./Quintal
Telangana,Jagtial,Mango,5/13/2024,145.5239452,3746.350664,Rs./Quintal
Telangana,Ranga Reddy,Mango,4/23/2024,1554.103079,2465.345961,Rs./Quintal
Telangana,Adilabad,Papaya,8/16/2025,7.527403981,587.6561044,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,04-04-2024,1337.168905,7358.61812,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),10-09-2024,45,800,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,7/18/2025,265,7980,Rs./Quintal
Telangana,Jangaon,Maize,4/24/2024,348.7,2154,Rs./Quintal
Telangana,Sangareddy,Maize,12-10-2025,39.84097528,1950.725717,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),2/19/2025,205.4500351,1004.425502,Rs./Quintal
Telangana,Warangal,Water Melon,03-02-2026,86.05392052,1495.79133,Rs./Quintal
Telangana,Mancherial,Cotton,3/25/2026,14,7500,Rs./Quintal
Telangana,Peddapalli,Cotton,4/28/2026,1.5,7000,Rs./Quintal
Andhra Pradesh,SPSR Nellore,Maize,12/18/2025,20,2450,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,4/20/2025,39.1477198,2175.303778,Rs./Quintal
Telangana,Mahabubabad,Maize,2/20/2026,93.6542168,1771.495859,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,11/18/2025,45.3,7705.85,Rs./Quintal
Telangana,Ranga Reddy,Mango,4/27/2025,1971.1,3316.67,Rs./Quintal
Telangana,Siddipet,Maize,1/24/2024,2.057958111,2294.583118,Rs./Quintal
Telangana,Mahbubnagar,Maize,6/21/2025,111.6,1711,Rs./Quintal
Telangana,Asifabad,Cotton,11-06-2025,41.33360631,8138.314239,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,11-04-2024,123.3599031,7346.619999,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,10/20/2024,58.73620772,3148.86649,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,1/23/2025,120.9,7400,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),8/27/2024,8.210544506,1199.953066,Rs./Quintal
Telangana,Ranga Reddy,Grapes,4/15/2025,40.9,5000,Rs./Quintal
Telangana,Ranga Reddy,Mango,12-03-2024,7.5,3850,Rs./Quintal
Telangana,Jagtial,Maize,11-02-2024,75.15468974,2342.847876,Rs./Quintal
Andhra Pradesh,NTR,Rice,5/26/2025,50,4550,Rs./Quintal
Telangana,Ranga Reddy,Mango,05-07-2025,1925.9,2950,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,10/30/2025,79,2761.86,Rs./Quintal
Andhra Pradesh,Tirupathi,Mango,10-03-2026,121.4222528,2506.499444,Rs./Quintal
Telangana,Khammam,Maize,03-06-2024,383.9223518,2093.171203,Rs./Quintal
Telangana,Warangal,Water Melon,5/29/2025,28.14310418,995.7010542,Rs./Quintal
Telangana,Siddipet,Maize,03-07-2024,31.27987407,2244.65183,Rs./Quintal
Andhra Pradesh,East Godavari,Mango,6/26/2026,1.64,3213.41,Rs./Quintal
Telangana,Warangal,Grapes,6/26/2025,2,5000,Rs./Quintal
Telangana,Warangal,Mango,3/15/2025,25.50347558,3930.62942,Rs./Quintal
Telangana,Warangal,Cotton,9/25/2024,235.6108868,6605.497995,Rs./Quintal
Telangana,Asifabad,Cotton,11/26/2024,3520,7445.04,Rs./Quintal
Telangana,Warangal,Karbuja(Musk Melon),02-08-2025,6.701021349,3243.320534,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,7/25/2024,139.1974712,3160.70814,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),01-08-2026,293.1597417,803.1135092,Rs./Quintal
Telangana,Warangal,Mango,7/20/2025,0,998.1698821,Rs./Quintal
Telangana,Suryapet,Maize,5/30/2026,55,1901.07,Rs./Quintal
Telangana,Khammam,Cotton,6/24/2025,6.4,7325,Rs./Quintal
Telangana,Adilabad,Cotton,06-08-2026,0,6900,Rs./Quintal
Telangana,Mahbubnagar,Maize,12-07-2024,59.4,2210.68,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),5/20/2024,0,1296.463666,Rs./Quintal
Telangana,Karimnagar,Cotton,12/24/2024,16.9,6792.31,Rs./Quintal
Telangana,Warangal,Cotton,11-02-2025,36.02221204,6396.51111,Rs./Quintal
Telangana,Warangal,Papaya,2/26/2026,10.24584045,2505.73669,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,03-01-2025,719.4094014,621.5100179,Rs./Quintal
Telangana,Ranga Reddy,Maize,6/19/2025,6.93642219,2266.511929,Rs./Quintal
Telangana,Ranga Reddy,Grapes,2/28/2025,54.8,3750,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),12/20/2024,0.1,3000,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,08-06-2024,147.5,600,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),9/16/2024,43.1,800,Rs./Quintal
Telangana,Ranga Reddy,Papaya,9/28/2024,44.11879778,2287.862589,Rs./Quintal
Telangana,Warangal,Grapes,3/16/2026,4.256241457,6027.254619,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,03-06-2024,369,7389,Rs./Quintal
Telangana,Khammam,Cotton,01-03-2025,1713.464277,6903.310572,Rs./Quintal
Telangana,Sangareddy,Maize,6/21/2025,45.9,2194.44,Rs./Quintal
Telangana,Nizamabad,Maize,4/19/2026,17.61379948,1709.781343,Rs./Quintal
Telangana,Warangal,Pomegranate,8/16/2025,2.8,10333.33,Rs./Quintal
Telangana,Warangal,Orange,2/18/2025,10,3500,Rs./Quintal
Telangana,Ranga Reddy,Grapes,01-03-2026,40.89920262,2660.230104,Rs./Quintal
Telangana,Warangal,Banana,2/21/2025,2.7,3000,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,02-12-2025,567.6737373,512.8340337,Rs./Quintal
Telangana,Ranga Reddy,Orange,2/17/2026,135.7069751,5277.621139,Rs./Quintal
Telangana,Karimnagar,Maize,9/17/2025,0.01,2225,Rs./Quintal
Andhra Pradesh,NTR,Rice,5/30/2025,50,4650,Rs./Quintal
Telangana,Karimnagar,Maize,03-02-2026,0,2204.953784,Rs./Quintal
Telangana,Khammam,Cotton,02-09-2025,18.92970241,5997.109988,Rs./Quintal
Telangana,Karimnagar,Cotton,3/16/2024,0.01,7020,Rs./Quintal
Telangana,Asifabad,Maize,11/18/2024,65,2225,Rs./Quintal
Telangana,Nirmal,Cotton,3/28/2024,5.13,7099.67,Rs./Quintal
Telangana,Mahabubabad,Maize,1/27/2026,1.7,1859,Rs./Quintal
Telangana,Hanumakonda,Cotton,02-09-2025,0.64,6500,Rs./Quintal
Andhra Pradesh,East Godavari,Water Melon,3/17/2025,0,2194.643465,Rs./Quintal
Telangana,Warangal,Cotton,03-07-2024,129.630772,6496.18107,Rs./Quintal
Telangana,Sangareddy,Maize,10-02-2025,6.853835732,1620.131647,Rs./Quintal
Telangana,Jagtial,Maize,2/27/2024,15,2100,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,5/25/2025,0,1746.779244,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,3/27/2024,15,2100,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,6/15/2024,44.99072674,2962.814521,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),10/29/2024,41,800,Rs./Quintal
Telangana,Mahbubnagar,Maize,06-01-2026,459.0672013,1813.494598,Rs./Quintal
Telangana,Khammam,Maize,07-01-2024,18.47550072,2103.600277,Rs./Quintal
Telangana,Ranga Reddy,Maize,12/24/2025,14.14,1939,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),3/19/2025,3.075361097,7304.414107,Rs./Quintal
Telangana,Warangal,Maize,02-11-2026,408.42,1840,Rs./Quintal
Andhra Pradesh,NTR,Cotton,12-11-2025,105,7700,Rs./Quintal
Telangana,Siddipet,Maize,7/19/2025,1.2,2200,Rs./Quintal
Telangana,Asifabad,Maize,5/18/2024,30,2000,Rs./Quintal
Andhra Pradesh,Chittor,Mango,6/30/2024,39.91294517,2546.415779,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,02-05-2026,32.3,2300,Rs./Quintal
Telangana,Sangareddy,Maize,10/19/2024,2.95,2286,Rs./Quintal
Telangana,Ranga Reddy,Grapes,01-05-2026,40.37,2640.71,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,7/25/2024,64.3,600,Rs./Quintal
Andhra Pradesh,NTR,Rice,2/21/2025,83.73600783,4496.444763,Rs./Quintal
Telangana,Jagtial,Maize,5/14/2025,0.4,2102,Rs./Quintal
Andhra Pradesh,Chittor,Banana,04-08-2025,18.96261057,8583.479872,Rs./Quintal
Andhra Pradesh,Chittor,Banana,03-08-2025,18.33564154,8476.85482,Rs./Quintal
Telangana,Adilabad,Papaya,10/18/2024,40.24469565,586.4494371,Rs./Quintal
Telangana,Rajanna Siricilla,Cotton,12-01-2025,47.36924365,8100.337401,Rs./Quintal
Telangana,Adilabad,Cotton,01-06-2026,27.76,7350,Rs./Quintal
Telangana,Jagtial,Maize,1/17/2024,1.372768958,2103.464459,Rs./Quintal
Telangana,Sangareddy,Maize,11-12-2025,30.4,1885,Rs./Quintal
Telangana,Ranga Reddy,Papaya,4/29/2025,101.0657349,522.7759464,Rs./Quintal
Telangana,Nagarkurnool,Maize,4/21/2026,7.859282749,1755.833652,Rs./Quintal
Andhra Pradesh,NTR,Rice,8/16/2025,950,4550,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,2/21/2025,112.1747012,2891.589755,Rs./Quintal
Telangana,Khammam,Cotton,6/24/2024,38.5,7100,Rs./Quintal
Telangana,Ranga Reddy,Mango,07-01-2026,754.64,1998.45,Rs./Quintal
Telangana,Warangal,Maize,08-08-2025,47.76,2410,Rs./Quintal
Telangana,Adilabad,Cotton,6/21/2026,0,6987.788165,Rs./Quintal
Telangana,Warangal,Maize,03-10-2025,28.39,2244.58,Rs./Quintal
Telangana,Jangaon,Maize,09-04-2024,25.52862423,2299.960448,Rs./Quintal
Telangana,Warangal,Orange,03-02-2025,7.475788789,3495.98506,Rs./Quintal
Telangana,Sangareddy,Maize,2/14/2026,0.1,1775,Rs./Quintal
Telangana,Karimnagar,Cotton,3/19/2024,91.39862262,7580.133885,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,3/20/2025,882.4487466,2647.700654,Rs./Quintal
Telangana,Hanumakonda,Cotton,1/28/2024,0.01,6600,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,3/22/2025,627.6,700,Rs./Quintal
Telangana,Warangal,Cotton,02-02-2024,250.392702,6015.372694,Rs./Quintal
Telangana,Mahabubabad,Maize,6/28/2026,16.90923294,2230.075548,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,04-01-2024,1998,6979,Rs./Quintal
Telangana,Warangal,Cotton,4/26/2026,421.8132344,7015.833443,Rs./Quintal
Andhra Pradesh,Nandyal,Cotton,3/29/2025,0,5281.800609,Rs./Quintal
Telangana,Vikarabad,Maize,03-06-2024,0.01,2300,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,12-06-2025,171.7511141,7706.613941,Rs./Quintal
Telangana,Asifabad,Cotton,1/19/2026,2,8100,Rs./Quintal
Telangana,Ranga Reddy,Grapes,10/31/2024,10.8656743,2510.447779,Rs./Quintal
Telangana,Ranga Reddy,Orange,12/16/2024,435.4,2000,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),7/19/2024,0.496152381,4115.951402,Rs./Quintal
Telangana,Adilabad,Cotton,01-04-2024,1451.13,6939.15,Rs./Quintal
Telangana,Warangal,Mango,4/17/2026,178.2349343,4562.615799,Rs./Quintal
Telangana,Nirmal,Maize,5/31/2024,14.49001299,2251.690542,Rs./Quintal
Telangana,Ranga Reddy,Orange,4/29/2024,9.760214291,2233.772396,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,05-11-2025,6999,7169,Rs./Quintal
Andhra Pradesh,Tirupathi,Mango,05-07-2026,145,1917.24,Rs./Quintal
Telangana,Warangal,Water Melon,02-09-2025,25,933.33,Rs./Quintal
Telangana,Jangaon,Maize,06-11-2024,2.279443065,2091.690408,Rs./Quintal
Telangana,Warangal,Papaya,03-11-2026,3.794867646,1978.50913,Rs./Quintal
Telangana,Mahabubabad,Maize,10/21/2024,159.1,2350,Rs./Quintal
Telangana,Suryapet,Maize,06-02-2026,26.3,1850.5,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,5/29/2024,155.9489898,742.5025251,Rs./Quintal
Telangana,Adilabad,Maize,11-03-2024,17.5,2300,Rs./Quintal
Andhra Pradesh,Chittor,Banana,10-01-2025,18.18186606,8412.709679,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,12-05-2025,792.9712486,898.0757665,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),05-06-2026,1.981171893,7655.408284,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),5/29/2026,525,800,Rs./Quintal
Telangana,Wanaparthy,Maize,05-04-2024,7,2190,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,02-01-2026,1846,7416,Rs./Quintal
Telangana,Mancherial,Cotton,11/22/2025,55.68604643,8100.365163,Rs./Quintal
Telangana,Adilabad,Papaya,10-02-2024,25.14448819,551.2659268,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),08-09-2025,13,800,Rs./Quintal
Telangana,Adilabad,Cotton,3/17/2026,136.32,6264,Rs./Quintal
Telangana,Ranga Reddy,Grapes,04-04-2024,47.4,2250,Rs./Quintal
Telangana,Khammam,Maize,07-06-2026,0.8,2200,Rs./Quintal
Telangana,Karimnagar,Maize,06-09-2025,1.2,1728,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,02-05-2024,951,7269,Rs./Quintal
Telangana,Karimnagar,Cotton,10/20/2024,113.7164248,6796.27511,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,7/26/2025,29,8100,Rs./Quintal
Andhra Pradesh,Chittor,Banana,11-04-2025,18.0647913,8970.647051,Rs./Quintal
Telangana,Adilabad,Cotton,6/22/2026,19.72045609,6844.878465,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,2/14/2025,522,600,Rs./Quintal
Telangana,Warangal,Cotton,12/17/2024,93.14058119,6531.799058,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,11/30/2025,8.535121422,1435.5693,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,5/24/2024,395,7459,Rs./Quintal
Telangana,Warangal,Grapes,2/23/2025,13.32222711,6013.876884,Rs./Quintal
